time,absoluteSensor2.r[2],absoluteSensor.r[2]
568.2,-0.944072153,-0.858129126
568.8,-0.942796247,-0.80935117
569.4,-0.941503542,-0.756495644
570,-0.94019488,-0.70038658
570.6,-0.938871114,-0.641861584
571.2,-0.937533059,-0.581719131
571.8,-0.936181572,-0.520797341
572.4,-0.934817584,-0.460012384
573,-0.933441989,-0.400238356
573.6,-0.932055606,-0.34227895
574.2,-0.930659313,-0.286993857
574.8,-0.929253926,-0.235179564
575.4,-0.927840179,-0.187554709
576,-0.926418776,-0.14480303
576.6,-0.924990334,-0.107524163
577.2,-0.923555409,-0.076254113
577.8,-0.922114455,-0.051429787
578.4,-0.920667814,-0.033372224
579,-0.919215749,-0.022327708
579.6,-0.917758479,-0.018493437
580.2,-0.916296015,-0.021861631
580.8,-0.91482828,-0.032335654
581.4,-0.913355223,-0.049844596
582,-0.91187653,-0.074054992
582.6,-0.910391816,-0.104559303
583.2,-0.90890071,-0.140967321
583.8,-0.907402699,-0.182745994
584.4,-0.90589713,-0.229219724
585,-0.904383338,-0.279702941
585.6,-0.902860666,-0.333517728
586.2,-0.901328278,-0.389806394
586.8,-0.899785334,-0.447706666
587.4,-0.898231106,-0.506470352
588,-0.896664697,-0.565176074
588.6,-0.895085246,-0.622942329
589.2,-0.893491956,-0.678948857
589.8,-0.891884025,-0.732372031
590.4,-0.890260673,-0.782408621
591,-0.888621187,-0.828323252
591.6,-0.886964931,-0.869455509
592.2,-0.885291318,-0.905197661
592.8,-0.883599855,-0.935031054
593.4,-0.881890081,-0.958473753
594,-0.880161699,-0.975203234
594.6,-0.878414501,-0.984989068
595.2,-0.876648314,-0.987633173
595.8,-0.874863123,-0.983098017
596.4,-0.873059048,-0.971479424
597,-0.871236257,-0.95292054
597.6,-0.869394973,-0.927620604
598.2,-0.86753564,-0.89599794
598.8,-0.865658755,-0.858527368
599.4,-0.863764768,-0.815632011
600,-0.861854383,-0.767992608
600.6,-0.859928344,-0.7163271
601.2,-0.857987327,-0.661287038
601.8,-0.856032162,-0.603676232
602.4,-0.854063735,-0.544356667
603,-0.852082902,-0.484157201
603.6,-0.850090499,-0.423889711
604.2,-0.848087453,-0.364454314
604.8,-0.846074646,-0.306707492
605.4,-0.844052878,-0.251422611
606,-0.842022984,-0.199409204
606.6,-0.839985732,-0.151407587
607.2,-0.837941816,-0.10808622
607.8,-0.83589187,-0.070051161
608.4,-0.833836442,-0.037823851
609,-0.831776017,-0.011862529
609.6,-0.829710996,0.007459533
610.2,-0.827641636,0.019912173
610.8,-0.825568114,0.02534804
611.4,-0.823490577,0.02364627
612,-0.821408956,0.01490433
612.6,-0.819323092,-6.89E-04
613.2,-0.817232865,-0.022988456
613.8,-0.81513792,-0.051606971
614.4,-0.813037807,-0.08606848
615,-0.810932069,-0.12588465
615.6,-0.808820174,-0.170496176
616.2,-0.806701424,-0.219175143
616.8,-0.804575107,-0.271180361
617.4,-0.802440579,-0.325836862
618,-0.800296992,-0.382269187
618.6,-0.798143512,-0.439611003
619.2,-0.795979393,-0.497087236
619.8,-0.793803778,-0.553811379
620.4,-0.791615839,-0.608923321
621,-0.789414807,-0.661625145
621.6,-0.787199952,-0.711155391
622.2,-0.784970556,-0.756765345
622.8,-0.782725972,-0.797777421
623.4,-0.780465617,-0.833577453
624,-0.778188995,-0.863639045
624.6,-0.775895703,-0.887525513
625.2,-0.773585367,-0.9048336
625.8,-0.771257782,-0.915326626
626.4,-0.76891284,-0.918864004
627,-0.766550469,-0.915343313
627.6,-0.76417072,-0.904782354
628.2,-0.76177381,-0.887366828
628.8,-0.759360014,-0.863339024
629.4,-0.756929617,-0.832953088
630,-0.754483142,-0.796699053
630.6,-0.752021174,-0.755129263
631.2,-0.749544207,-0.70870479
631.8,-0.747053,-0.658152694
632.4,-0.744548334,-0.604221597
633,-0.742030957,-0.547625466
633.6,-0.739501685,-0.489148893
634.2,-0.736961427,-0.429665788
634.8,-0.734411058,-0.370019928
635.4,-0.731851402,-0.31100004
636,-0.729283366,-0.253480786
636.6,-0.726707811,-0.198289037
637.2,-0.724125506,-0.146159447
637.8,-0.721537236,-0.097844073
638.4,-0.718943711,-0.054018154
639,-0.716345582,-0.015299097
639.6,-0.713743419,0.017777551
640.2,-0.7111377,0.044769557
640.8,-0.708528828,0.065308301
641.4,-0.705917138,0.079092721
642,-0.703302804,0.085984043
642.6,-0.700685908,0.085935286
643.2,-0.698066554,0.078879729
643.8,-0.695444589,0.06500299
644.4,-0.692819791,0.044565819
645,-0.690191934,0.017827287
645.6,-0.687560638,-0.014796086
646.2,-0.684925391,-0.052754401
646.8,-0.682285663,-0.095482796
647.4,-0.67964092,-0.142410884
648,-0.676990429,-0.192769616
648.6,-0.674333447,-0.245778018
649.2,-0.671669313,-0.300738237
649.8,-0.668997184,-0.356772464
650.4,-0.666316238,-0.413018399
651,-0.663625724,-0.468690966
651.6,-0.66092485,-0.522958201
652.2,-0.658212822,-0.574990817
652.8,-0.655488907,-0.624016454
653.4,-0.652752426,-0.669319971
654,-0.650002731,-0.710214855
654.6,-0.647239248,-0.746089609
655.2,-0.644461469,-0.776397162
655.8,-0.641668984,-0.800691511
656.4,-0.638861482,-0.818621069
657,-0.636038675,-0.829862144
657.6,-0.633200435,-0.834246227
658.2,-0.630346749,-0.83172236
658.8,-0.627477655,-0.822291449
659.4,-0.624593269,-0.806029597
660,-0.6216939,-0.783207207
660.6,-0.618779921,-0.754158673
661.2,-0.615851669,-0.719182843
661.8,-0.612909739,-0.67883549
662.4,-0.609954776,-0.633720916
663,-0.606987358,-0.584380257
663.6,-0.604008249,-0.531537664
664.2,-0.601018274,-0.475977527
664.8,-0.59801823,-0.418460042
665.4,-0.595008928,-0.359753423
666,-0.59199128,-0.3007327
666.6,-0.58896617,-0.242241587
667.2,-0.585934401,-0.185042265
667.8,-0.582896852,-0.129973785
668.4,-0.579854344,-0.077818209
669,-0.576807626,-0.029284608
669.6,-0.573757422,0.014944941
670.2,-0.570704384,0.054258326
670.8,-0.567649099,0.088108235
671.4,-0.564592074,0.116029265
672,-0.561533706,0.137664116
672.6,-0.558474314,0.152735676
673.2,-0.555414183,0.161000044
673.8,-0.552353402,0.162409258
674.4,-0.549291971,0.157004841
675,-0.546229909,0.144807533
675.6,-0.543167008,0.126069488
676.2,-0.54010297,0.101129665
676.8,-0.537037486,0.070337658
677.4,-0.533970158,0.034133932
678,-0.530900418,-0.006870442
678.6,-0.527827674,-0.052042665
679.2,-0.524751372,-0.100784682
679.8,-0.521670755,-0.152298861
680.4,-0.518585055,-0.205773689
681,-0.515493615,-0.260510375
681.6,-0.512395607,-0.315637284
682.2,-0.509290229,-0.370310225
682.8,-0.506176729,-0.42373419
683.4,-0.503054366,-0.475124142
684,-0.49992239,-0.523688805
684.6,-0.496780116,-0.56869826
685.2,-0.493626928,-0.609495147
685.8,-0.490462251,-0.645459829
686.4,-0.487285594,-0.676057467
687,-0.484096502,-0.700791254
687.6,-0.48089466,-0.719301467
688.2,-0.47767984,-0.731316427
688.8,-0.474451858,-0.736609122
689.4,-0.471210651,-0.73507381
690,-0.467956305,-0.72674969
690.6,-0.464688959,-0.711735526
691.2,-0.461408786,-0.690157878
691.8,-0.458116179,-0.662366895
692.4,-0.454811599,-0.628779538
693,-0.451495439,-0.589744756
693.6,-0.448168354,-0.54587302
694.2,-0.444831035,-0.497811505
694.8,-0.441484141,-0.44617447
695.4,-0.43812843,-0.391677054
696,-0.43476476,-0.335130934
696.6,-0.431393964,-0.277326913
697.2,-0.42801684,-0.219016472
697.8,-0.424634297,-0.16106396
698.4,-0.421247207,-0.10429917
699,-0.417856359,-0.049462958
699.6,-0.41446259,0.00264984
700.2,-0.411066678,0.051306945
700.8,-0.407669335,0.095841371
701.4,-0.404271219,0.135641488
702,-0.400872914,0.170165946
702.6,-0.397474941,0.198941352
703.2,-0.394077751,0.221561927
703.8,-0.390681659,0.237756593
704.4,-0.387286896,0.24734018
705,-0.383893682,0.250139686
705.6,-0.380502025,0.246193109
706.2,-0.377111846,0.235623508
706.8,-0.373723076,0.218546849
707.4,-0.370335472,0.195252606
708,-0.366948664,0.166155522
708.6,-0.363562262,0.131694433
709.2,-0.360175837,0.092341754
709.8,-0.356788774,0.048760591
710.4,-0.353400431,0.001639824
711,-0.350010244,-0.048411705
711.6,-0.346617443,-0.100575627
712.2,-0.34322126,-0.154038025
712.8,-0.339820998,-0.208054686
713.4,-0.336415879,-0.261801156
714,-0.333005117,-0.314443959
714.6,-0.329587977,-0.365201681
715.2,-0.326163772,-0.413339263
715.8,-0.322731804,-0.458113019
716.4,-0.319291444,-0.498846167
717,-0.315842127,-0.534926077
717.6,-0.312383354,-0.565807257
718.2,-0.308914712,-0.591028464
718.8,-0.305435827,-0.610170025
719.4,-0.30194646,-0.622943735
720,-0.298446472,-0.629164561
720.6,-0.294935778,-0.628699114
721.2,-0.291414375,-0.62149818
721.8,-0.287882437,-0.607687911
722.4,-0.284340205,-0.587460568
723,-0.280787905,-0.560996992
723.6,-0.277226008,-0.528718598
724.2,-0.273655043,-0.491108163
724.8,-0.27007548,-0.448586514
725.4,-0.266487996,-0.401785197
726,-0.262893331,-0.351395137
726.6,-0.259292206,-0.298089744
727.2,-0.255685375,-0.242575753
727.8,-0.252073712,-0.185680004
728.4,-0.248458074,-0.128209932
729,-0.244839246,-0.070904062
729.6,-0.24121812,-0.014606239
730.2,-0.237595548,0.039880051
730.8,-0.233972293,0.091838328
731.4,-0.230349143,0.140530223
732,-0.226726821,0.185278888
732.6,-0.223105996,0.225465875
733.2,-0.219487264,0.260542026
733.8,-0.21587114,0.290040429
734.4,-0.212258065,0.313569428
735,-0.208648426,0.330789776
735.6,-0.205042456,0.341516396
736.2,-0.201440296,0.345657557
736.8,-0.197842107,0.343100384
737.4,-0.194247818,0.333964593
738,-0.190657282,0.318446854
738.6,-0.187070329,0.296764485
739.2,-0.183486682,0.269244122
739.8,-0.179905905,0.23637114
740.4,-0.176327531,0.198660487
741,-0.172751115,0.156606022
741.6,-0.169176001,0.110913816
742.2,-0.165601508,0.06231354
742.8,-0.162027052,0.011438245
743.4,-0.158451856,-0.040886064
744,-0.154875156,-0.093845896
744.6,-0.15129624,-0.14667945
745.2,-0.147714374,-0.198605668
745.8,-0.144128801,-0.24881522
746.4,-0.140538811,-0.296550817
747,-0.136943759,-0.341117564
747.6,-0.133343007,-0.381827876
748.2,-0.129735987,-0.41806517
748.8,-0.126122192,-0.449272406
749.4,-0.122501201,-0.47497928
750,-0.11887268,-0.494801973
750.6,-0.115236337,-0.508399937
751.2,-0.111591997,-0.515549001
751.8,-0.107939612,-0.516150583
752.4,-0.104279192,-0.510166698
753,-0.100610795,-0.49760554
753.6,-0.096934679,-0.478675175
754.2,-0.093251172,-0.453655705
754.8,-0.089560557,-0.422778685
755.4,-0.085863367,-0.386530231
756,-0.082160188,-0.345444907
756.6,-0.078451571,-0.300025835
757.2,-0.074738198,-0.250904472
757.8,-0.071020847,-0.198811302
758.4,-0.067300289,-0.144465614
759,-0.063577272,-0.088568459
759.6,-0.059852678,-0.031951392
760.2,-0.056127367,0.024574784
760.8,-0.052402109,0.080289378
761.4,-0.048677768,0.134377927
762,-0.044955156,0.186076871
762.6,-0.041235023,0.234687037
763.2,-0.03751809,0.279535967
763.8,-0.033805027,0.320003028
764.4,-0.030096439,0.355532376
765,-0.026392862,0.385638147
765.6,-0.022694734,0.409932091
766.2,-0.01900241,0.428108384
766.8,-0.015316221,0.439884549
767.4,-0.011636317,0.445161678
768,-0.007962761,0.44392558
768.6,-0.004295614,0.436165973
769.2,-6.35E-04,0.422047354
769.8,0.003020031,0.401848971
770.4,0.006669015,0.375877312
771,0.010312499,0.344489947
771.6,0.013950981,0.308233916
772.2,0.017584993,0.267689493
772.8,0.021215007,0.223381421
773.4,0.024841713,0.176047175
774,0.028465812,0.12643841
774.6,0.032087927,0.07522878
775.2,0.035708806,0.023214472
775.8,0.03932921,-0.028792043
776.4,0.042949861,-0.08002106
777,0.046571451,-0.129728172
777.6,0.050194709,-0.177137523
778.2,0.053820303,-0.221528392
778.8,0.057448833,-0.262252381
779.4,0.061080877,-0.298682913
780,0.064716932,-0.330271116
780.6,0.068357452,-0.356514088
781.2,0.072002784,-0.377016045
781.8,0.075653184,-0.391470847
782.4,0.079308855,-0.399625444
783,0.082969911,-0.401316578
783.6,0.086636316,-0.396531177
784.2,0.090307966,-0.385324205
784.8,0.093984748,-0.367757737
785.4,0.097666329,-0.344117078
786,0.101352302,-0.314757592
786.6,0.105042324,-0.2799764
787.2,0.108735815,-0.240301144
787.8,0.112432143,-0.196316012
788.4,0.116130685,-0.14859497
789,0.119830759,-0.097770875
789.6,0.123531556,-0.044603509
790.2,0.127232275,0.01015622
790.8,0.130932175,0.065814873
791.4,0.134630381,0.121546668
792,0.138326044,0.176551479
792.6,0.142018405,0.230120934
793.2,0.145706643,0.281480556
793.8,0.149389987,0.329909569
794.4,0.153067725,0.374744913
795,0.156739197,0.415375838
795.6,0.160403799,0.451246119
796.2,0.164060995,0.481869014
796.8,0.167710305,0.506814392
797.4,0.171351375,0.525775036
798,0.174983934,0.538531095
798.6,0.178607719,0.544865926
799.2,0.182222662,0.544762957
799.8,0.185828779,0.538285782
800.4,0.189426105,0.525517357
801,0.193014794,0.506662901
801.6,0.196595154,0.482076632
802.2,0.200167525,0.452148647
802.8,0.203732252,0.417272668
803.4,0.207289886,0.378048136
804,0.210841013,0.335110783
804.6,0.214386132,0.289006346
805.2,0.217925953,0.240495704
805.8,0.221461189,0.190339528
806.4,0.224992506,0.139251399
807,0.228520616,0.087993996
807.6,0.232046276,0.037371663
808.2,0.235570199,-0.011854524
808.8,0.239093041,-0.058978859
809.4,0.242615488,-0.103267241
810,0.246138165,-0.144046493
810.6,0.249661632,-0.180709169
811.2,0.253186399,-0.212695974
811.8,0.256712899,-0.23952601
812.4,0.260241517,-0.260766337
813,0.263772535,-0.276087008
813.6,0.267306129,-0.28526337
814.2,0.270842416,-0.288131138
814.8,0.274381454,-0.284583899
815.4,0.277923126,-0.27469189
816,0.28146724,-0.258598938
816.6,0.285013632,-0.236421645
817.2,0.288561898,-0.208515664
817.8,0.292111577,-0.175295513
818.4,0.295662236,-0.137146995
819,0.299213289,-0.094607418
819.6,0.302764055,-0.04831198
820.2,0.306313855,0.001107836
820.8,0.309862007,0.053018215
821.4,0.313407688,0.106641052
822,0.31695008,0.16120713
822.6,0.320488449,0.216027736
823.2,0.324021936,0.270292603
823.8,0.327549721,0.323227031
824.4,0.331071053,0.374127398
825,0.334585172,0.42228072
825.6,0.338091356,0.467010594
826.2,0.34158894,0.507699137
826.8,0.345077322,0.543790813
827.4,0.348555968,0.574798603
828,0.352024421,0.600310864
828.6,0.355482264,0.619958229
829.2,0.358929225,0.633514453
829.8,0.362365118,0.640839933
830.4,0.365789763,0.641800605
831,0.369203154,0.636436573
831.6,0.372605387,0.624891337
832.2,0.375996594,0.607341366
832.8,0.379376974,0.584033213
833.4,0.382746905,0.555389853
834,0.386106804,0.521875521
834.6,0.38945705,0.48391348
835.2,0.392798239,0.442147367
835.8,0.396130996,0.397247427
836.4,0.399455871,0.349808779
837,0.402773568,0.300582141
837.6,0.406084813,0.250339489
838.2,0.409390297,0.199815361
838.8,0.412690703,0.149740364
839.4,0.415986771,0.10089987
840,0.419279197,0.054034115
840.6,0.422568607,0.009815158
841.2,0.425855641,-0.031072802
841.8,0.429140871,-0.068011299
842.4,0.432424812,-0.100439887
843,0.435707911,-0.127868844
843.6,0.438990532,-0.149888242
844.2,0.442272987,-0.166140257
844.8,0.445555502,-0.176355685
845.4,0.448838174,-0.180392038
846,0.452121035,-0.178174325
846.6,0.455404089,-0.169652551
847.2,0.458687144,-0.154976093
847.8,0.461969928,-0.134371334
848.4,0.465252224,-0.108012131
849,0.468533572,-0.076314565
849.6,0.471813459,-0.039747616
850.2,0.475091378,0.001224781
850.8,0.478366738,0.046056229
851.4,0.481638821,0.094070781
852,0.484906906,0.144591702
852.6,0.488170312,0.196982027
853.2,0.491428212,0.250455449
853.8,0.494679784,0.304236326
854.4,0.497924309,0.357645458
855,0.501160956,0.409896303
855.6,0.50438894,0.460247098
856.2,0.507607531,0.508010161
856.8,0.51081603,0.552528
857.4,0.514013768,0.593175704
858,0.517200141,0.629391707
858.6,0.520374609,0.66067676
859.2,0.523536714,0.686616723
859.8,0.526686082,0.706879773
860.4,0.529822357,0.721151862
861,0.532945353,0.7292881
861.6,0.536054962,0.731223894
862.2,0.539151102,0.726918734
862.8,0.542233818,0.716460557
863.4,0.545303293,0.700071729
864,0.548359746,0.678014734
864.6,0.551403418,0.650572798
865.2,0.554434753,0.618230267
865.8,0.557454237,0.581515026
866.4,0.560462286,0.540884588
867,0.563459537,0.497016526
867.6,0.56644664,0.450603874
868.2,0.5694242,0.402290866
868.8,0.572392899,0.352802478
869.4,0.575353475,0.302916052
870,0.57830663,0.253374605
870.6,0.581253025,0.204881101
871.2,0.584193377,0.158192444
871.8,0.587128354,0.114017128
872.4,0.590058551,0.072989991
873,0.592984555,0.035739988
873.6,0.595906886,0.002825293
874.2,0.59882601,-0.025246454
874.8,0.601742311,-0.048051742
875.4,0.604656086,-0.06525431
876,0.607567572,-0.076577069
876.6,0.610476941,-0.081809053
877.2,0.613384214,-0.080889069
877.8,0.616289339,-0.073829866
878.4,0.619192272,-0.060636744
879,0.62209275,-0.041533791
879.6,0.624990443,-0.016812024
880.2,0.627885048,0.013263855
880.8,0.630776091,0.048259436
881.4,0.633663006,0.08764639
882,0.636545222,0.130892714
882.6,0.639422145,0.177441838
883.2,0.64229303,0.226586737
883.8,0.64515713,0.27761807
884.4,0.648013768,0.329898131
885,0.650862123,0.382641944
885.6,0.653701393,0.435086314
886.2,0.656530851,0.486541125
886.8,0.659349725,0.536270874
887.4,0.662157266,0.583564775
888,0.66495278,0.627766279
888.6,0.667735626,0.66827093
889.2,0.670505202,0.704512381
889.8,0.673260972,0.73599287
890.4,0.676002451,0.762264752
891,0.678729266,0.782989538
891.6,0.681441124,0.797911519
892.2,0.684137748,0.806790961
892.8,0.686819024,0.80954855
893.4,0.689484928,0.806198365
894,0.692135474,0.796789251
894.6,0.694770758,0.781452851
895.2,0.697391039,0.760484812
895.8,0.699996624,0.734227082
896.4,0.702587799,0.70300242
897,0.705165066,0.667347989
897.6,0.707728968,0.627841702
898.2,0.710279969,0.584983222
898.8,0.712818724,0.539462356
899.4,0.715345908,0.491990965
900,0.71786217,0.443250896
900.6,0.720368177,0.393944668
901.2,0.722864667,0.344844885
901.8,0.725352343,0.296689451
902.4,0.727831844,0.250152491
903,0.730303858,0.205954573
903.6,0.732769015,0.164762041
904.2,0.735227883,0.127174313
904.8,0.737680993,0.093758986
905.4,0.740128809,0.065011933
906,0.742571742,0.041377324
906.6,0.745010119,0.023217668
907.2,0.747444168,0.01079283
907.8,0.74987405,0.004296684
908.4,0.752299886,0.003884161
909,0.754721626,0.009536943
909.6,0.757139139,0.021157809
910.2,0.759552333,0.038686573
910.8,0.761960883,0.061830145
911.4,0.764364406,0.090238221
912,0.766762521,0.123561953
912.6,0.769154745,0.161349329
913.2,0.771540467,0.203020972
913.8,0.773919066,0.247988629
914.4,0.776289946,0.295686585
915,0.778652347,0.345386645
915.6,0.781005509,0.396359385
916.2,0.783348762,0.447964863
916.8,0.785681299,0.499428766
917.4,0.788002347,0.55000749
918,0.790311187,0.599012758
918.6,0.792607104,0.645760012
919.2,0.794889397,0.689577593
919.8,0.797157419,0.729850182
920.4,0.799410585,0.766021746
921,0.801648363,0.797589717
921.6,0.803870295,0.824125483
922.2,0.806075957,0.845236658
922.8,0.80826506,0.860660806
923.4,0.81043739,0.870216247
924,0.812592764,0.873746393
924.6,0.814731124,0.871223844
925.2,0.816852534,0.862741314
925.8,0.818957101,0.848435181
926.4,0.821044974,0.828481132
927,0.823116485,0.803242011
927.6,0.82517202,0.773131439
928.2,0.82721191,0.73850776
928.8,0.829236708,0.699953257
929.4,0.831246996,0.658077738
930,0.83324331,0.613444372
930.6,0.835226294,0.566725995
931.2,0.837196652,0.51865369
931.8,0.839155061,0.469931969
932.4,0.841102174,0.421241608
933,0.843038723,0.373340782
933.6,0.844965401,0.326950314
934.2,0.846882829,0.282717388
934.8,0.848791657,0.241318641
935.4,0.850692474,0.203370651
936,0.852585815,0.169434102
936.6,0.854472157,0.140011462
937.2,0.856351904,0.11553395
937.8,0.858225405,0.096375696
938.4,0.860092939,0.082841956
939,0.861954664,0.075115017
939.6,0.863810664,0.073304928
940.2,0.865661013,0.077511353
940.8,0.867505592,0.087639781
941.4,0.86934421,0.103523138
942,0.871176697,0.125016127
942.6,0.873002701,0.151792552
943.2,0.874821785,0.183438014
943.8,0.8766335,0.219528915
944.4,0.878437355,0.259596558
945,0.880232704,0.303019745
945.6,0.882018891,0.349165449
946.2,0.883795316,0.397457464
946.8,0.885561217,0.447156038
947.4,0.887315837,0.497528037
948,0.889058499,0.547919138
948.6,0.890788441,0.597589933
949.2,0.892504919,0.64581783
949.8,0.894207234,0.691928457
950.4,0.895894728,0.735283401
951,0.897566751,0.775257575
951.6,0.899222719,0.811286459
952.2,0.900862103,0.842863524
952.8,0.902484447,0.869553562
953.4,0.904089371,0.89099994
954,0.905676521,0.906868816
954.6,0.907245684,0.91696868
955.2,0.908796732,0.921191621
955.8,0.910329573,0.919467619
956.4,0.911844208,0.911818361
957,0.913340786,0.898412242
957.6,0.914819504,0.879467863
958.2,0.916280558,0.855201863
958.8,0.917724353,0.826037784
959.4,0.919151342,0.792450321
960,0.920561905,0.754838799
960.6,0.921956638,0.713818071
961.2,0.923336157,0.670025038
961.8,0.924701055,0.624071641
962.4,0.926051971,0.576615475
963,0.927389625,0.528396231
963.6,0.928714713,0.480128416
964.2,0.930027877,0.432473409
964.8,0.931329834,0.386165879
965.4,0.932621258,0.341899366
966,0.933902749,0.300291658
966.6,0.935174917,0.261969844
967.2,0.936438305,0.227496637
967.8,0.937693409,0.197383703
968.4,0.938940653,0.172073838
969,0.940180382,0.151929395
969.6,0.941412879,0.13724959
970.2,0.942638376,0.128284434
970.8,0.943856963,0.125139074
971.4,0.945068649,0.127840874
972,0.946273464,0.136434141
972.6,0.947471223,0.1507522
973.2,0.948661681,0.170564095
973.8,0.94984459,0.195638755
974.4,0.951019584,0.225625252
975,0.952186175,0.260050524
975.6,0.953343858,0.298425518
976.2,0.954492132,0.34026415
976.8,0.955630329,0.384912498
977.4,0.956757768,0.431704091
978,0.957873849,0.480054619
978.6,0.958977817,0.529221619
979.2,0.960068932,0.578480321
979.8,0.96114651,0.627160745
980.4,0.962209843,0.674567921
981,0.96325822,0.720004634
981.6,0.964290981,0.762823368
982.2,0.965307517,0.802430453
982.8,0.966307245,0.838253858
983.4,0.967289646,0.869787465
984,0.968254246,0.896571929
984.6,0.969200669,0.918242295
985.2,0.970128615,0.934510746
985.8,0.971037813,0.945119552
986.4,0.971928115,0.949932947
987,0.97279948,0.94892032
987.6,0.97365191,0.942096394
988.2,0.97448546,0.929528655
988.8,0.97530036,0.911456673
989.4,0.976096891,0.888175018
990,0.976875303,0.859942596
990.6,0.97763606,0.827235996
991.2,0.978379668,0.790571526
991.8,0.979106586,0.750418793
992.4,0.97981741,0.707384566
993,0.980512798,0.662136432
993.6,0.981193387,0.615322997
994.2,0.981859812,0.567588847
994.8,0.982512803,0.519672484
995.4,0.983153061,0.472286281
996,0.983781218,0.426071318
996.6,0.984397969,0.381731119
997.2,0.985003959,0.339920406
997.8,0.985599773,0.3012329
998.4,0.986185968,0.266234558
999,0.986763044,0.235433395
999.6,0.987331446,0.209282976
1000.2,0.987891552,0.188170268
1000.8,0.988443646,0.172386072
1001.4,0.988987942,0.162151914
1002,0.989524627,0.157663482
1002.6,0.990053723,0.158950228
1003.2,0.990575178,0.165965683
1003.8,0.991088954,0.178680235
1004.4,0.99159483,0.196878866
1005,0.992092502,0.220265179
1005.6,0.992581655,0.248528327
1006.2,0.993061906,0.281293358
1006.8,0.993532726,0.318036242
1007.4,0.993993565,0.358212875
1008,0.994443915,0.401321019
1008.6,0.994883093,0.446683057
1009.2,0.995310409,0.493614209
1009.8,0.995725256,0.541511194
1010.4,0.996126902,0.589648302
1011,0.996514628,0.637311323
1011.6,0.996887761,0.683829714
1012.2,0.997245642,0.728549575
1012.8,0.997587603,0.770807925
1013.4,0.99791303,0.809994273
1014,0.998221369,0.845556892
1014.6,0.998512101,0.876982089
1015.2,0.99878478,0.903827042
1015.8,0.999038996,0.925683332
1016.4,0.999274449,0.942256315
1017,0.99949092,0.953327947
1017.6,0.999688226,0.958718905
1018.2,0.99986628,0.958344751
1018.8,1.000025125,0.952250311
1019.4,1.000164855,0.940532789
1020,1.000285582,0.923305446
1020.6,1.000387608,0.900873513
1021.2,1.000471297,0.873600679
1021.8,1.000536945,0.841785808
1022.4,1.000585073,0.805951321
1023,1.000616231,0.766648333
1023.6,1.000630947,0.724406585
1024.2,1.000629821,0.679825998
1024.8,1.000613541,0.633595241
1025.4,1.000582778,0.586386691
1026,1.000538163,0.538832274
1026.6,1.000480426,0.491660263
1027.2,1.000410264,0.445569715
1027.8,1.000328298,0.401181341
1028.4,1.000235196,0.359160413
1029,1.000131566,0.320117809
1029.6,1.00001797,0.284612635
1030.2,0.999894917,0.253153341
1030.8,0.999762857,0.226188238
1031.4,0.999622178,0.204106082
1032,0.999473217,0.187240435
1032.6,0.999316193,0.175809137
1033.2,0.999151251,0.169955087
1033.8,0.998978534,0.169820151
1034.4,0.998798002,0.175360708
1035,0.998609545,0.186464254
1035.6,0.998413049,0.203015342
1036.2,0.998208271,0.224767237
1036.8,0.997994853,0.251359007
1037.4,0.997772417,0.282408148
1038,0.997540567,0.317516744
1038.6,0.997298741,0.356118096
1039.2,0.997046354,0.397623659
1039.8,0.996782892,0.44151454
1040.4,0.996507666,0.487098419
1041,0.996219993,0.533686876
1041.6,0.995919244,0.580647896
1042.2,0.995604738,0.627293612
1042.8,0.995275778,0.67292229
1043.4,0.994931709,0.716874859
1044,0.994571921,0.758535082
1044.6,0.994195799,0.79728159
1045.2,0.993802782,0.832549637
1045.8,0.993392369,0.863830589
1046.4,0.992964114,0.890672752
1047,0.992517644,0.912696926
1047.6,0.992052619,0.929557935
1048.2,0.991568812,0.941019533
1048.8,0.991066082,0.94693655
1049.4,0.990544339,0.947210343
1050,0.990003554,0.941805714
1050.6,0.989443851,0.930840158
1051.2,0.988865415,0.914489188
1051.8,0.988268409,0.892909959
1052.4,0.987653206,0.866467506
1053,0.987020228,0.835576128
1053.6,0.986369854,0.800605725
1054.2,0.98570262,0.76208582
1054.8,0.985019126,0.720606547
1055.4,0.984319957,0.676745498
1056,0.983605716,0.631096635
1056.6,0.982877112,0.584360097
1057.2,0.982134839,0.537220054
1057.8,0.981379525,0.490296574
1058.4,0.980611889,0.444299184
1059,0.979832615,0.399901251
1059.6,0.979042318,0.357708917
1060.2,0.978241621,0.318335456
1060.8,0.977431101,0.282346558
1061.4,0.976611282,0.250256478
1062,0.975782629,0.222520281
1062.6,0.974945537,0.199522284
1063.2,0.974100337,0.181581735
1063.8,0.973247321,0.168980151
1064.4,0.972386646,0.16186241
1065,0.97151839,0.160296725
1065.6,0.970642645,0.164360946
1066.2,0.969759317,0.173951377
1066.8,0.96886824,0.188889653
1067.4,0.967969231,0.208979119
1068,0.967062026,0.23394331
1068.6,0.966146217,0.263363414
1069.2,0.965221373,0.296793825
1069.8,0.964287085,0.33381337
1070.4,0.963342766,0.373821126
1071,0.962387807,0.416195419
1071.6,0.961421686,0.460399857
1072.2,0.960443721,0.505738791
1072.8,0.959453239,0.551525942
1073.4,0.958449608,0.597113368
1074,0.957432187,0.64184737
1074.6,0.95640031,0.685047606
