time,absoluteSensor2.r[2],absoluteSensor.r[2]
71.4,0.906501542,0.61312053
72,0.905005873,0.680000253
72.6,0.903495453,0.744340462
73.2,0.901969599,0.805438681
73.8,0.900427237,0.862198649
74.4,0.898867542,0.913773458
75,0.897290037,0.95966294
75.6,0.895693898,0.999022509
76.2,0.894078543,1.031247274
76.8,0.892443565,1.055908558
77.4,0.890788474,1.072492499
78,0.889113033,1.080740832
78.6,0.887417279,1.080666793
79.2,0.885701088,1.072123888
79.8,0.883964581,1.055209307
80.4,0.882208029,1.030172732
81,0.880431756,0.997313187
81.6,0.87863624,0.957085287
82.2,0.876822085,0.910070143
82.8,0.874989999,0.856952454
83.4,0.873140762,0.798487788
84,0.871275233,0.735511456
84.6,0.869394414,0.669000433
85.2,0.867499234,0.599861048
85.8,0.865590646,0.529020579
86.4,0.863669712,0.457517312
87,0.86173754,0.386433851
87.6,0.859795246,0.316862261
88.2,0.857843922,0.249868923
88.8,0.855884416,0.186277202
89.4,0.853917563,0.126895583
90,0.851944161,0.072497318
90.6,0.849965216,0.024063591
91.2,0.847981525,-0.017636821
91.8,0.845993771,-0.051943945
92.4,0.844002109,-0.078731542
93,0.842006952,-0.09761257
93.6,0.840008594,-0.108318522
94.2,0.838007206,-0.110705536
94.8,0.836002836,-0.104753456
95.4,0.83399543,-0.090543137
96,0.83198483,-0.068260077
96.6,0.829970775,-0.038192371
97.2,0.827952829,-8.03E-04
97.8,0.825930426,0.043311966
98.4,0.823902932,0.093492458
99,0.82186972,0.149081693
99.6,0.819829943,0.209205292
100.2,0.817782728,0.272961546
100.8,0.815727246,0.339492887
101.4,0.813662448,0.407720063
102,0.811587417,0.476697893
102.6,0.809501191,0.545435706
103.2,0.807402672,0.6128057
103.8,0.805291028,0.677945696
104.4,0.803165266,0.739833086
105,0.801024497,0.797549891
105.6,0.798867914,0.850258844
106.2,0.79669477,0.897182795
106.8,0.794504387,0.937613764
107.4,0.792296187,0.970942307
108,0.79006971,0.996679989
108.6,0.787824583,1.014421624
109.2,0.78556058,1.023911406
109.8,0.783277586,1.02500355
110.4,0.780975587,1.017653225
111,0.778654745,1.001991591
111.6,0.776315294,0.978220569
112.2,0.773957609,0.946684764
112.8,0.771582205,0.90786755
113.4,0.769189567,0.862223248
114,0.766780387,0.810411707
114.6,0.764355414,0.753150993
115.2,0.761915487,0.691247383
115.8,0.759461519,0.625581559
116.4,0.756994413,0.557026596
117,0.754515144,0.486523509
117.6,0.752024737,0.415066332
118.2,0.749524331,0.343760813
118.8,0.747015028,0.273676789
119.4,0.744497822,0.205774609
120,0.741973491,0.140801566
120.6,0.739442917,0.079604364
121.2,0.736907166,0.023217308
121.8,0.7343671,-0.027530837
122.4,0.731823497,-0.071896373
123,0.729276931,-0.109337792
123.6,0.726728104,-0.13918702
124.2,0.724177406,-0.161088652
124.8,0.721625028,-0.174885482
125.4,0.719071254,-0.180328362
126,0.716516249,-0.177285436
126.6,0.713960032,-0.165772698
127.2,0.711402483,-0.145944423
127.8,0.708843202,-0.118237221
128.4,0.706281831,-0.08304235
129,0.703717917,-0.040849316
129.6,0.701150913,0.007760886
130.2,0.698580096,0.062028445
130.8,0.696004732,0.121184661
131.4,0.69342393,0.184301921
132,0.690836749,0.250404039
132.6,0.688242301,0.318566196
133.2,0.685639535,0.387700852
133.8,0.683027456,0.456777878
134.4,0.680405079,0.524774706
135,0.677771398,0.590648781
135.6,0.675125537,0.653487999
136.2,0.672466627,0.712386874
136.8,0.669793867,0.766505536
137.4,0.667106437,0.814989393
138,0.664403696,0.857158721
138.6,0.661685022,0.892354344
139.2,0.65894988,0.920003817
139.8,0.656197852,0.939652342
140.4,0.653428791,0.951115601
141,0.650642583,0.954241086
141.6,0.647839231,0.948994703
142.2,0.645018704,0.935307218
142.8,0.642181265,0.9134047
143.4,0.639327222,0.883556877
144,0.636456997,0.846146646
144.6,0.633571125,0.801671912
145.2,0.630670261,0.750749825
145.8,0.627755166,0.694101281
146.4,0.624826676,0.632525728
147,0.621885671,0.566864819
147.6,0.61893317,0.498097768
148.2,0.615970124,0.427136668
148.8,0.612997547,0.354958321
149.4,0.610016505,0.28258836
150,0.607028205,0.211195658
150.6,0.60403377,0.141864314
151.2,0.601034234,0.075588577
151.8,0.598030424,0.013155853
152.4,0.595023255,-0.044557934
153,0.592013549,-0.096770848
153.6,0.589001964,-0.142863614
154.2,0.585989062,-0.182314915
154.8,0.582975586,-0.214422058
155.4,0.579961957,-0.238803467
156,0.576948552,-0.255122515
156.6,0.573935622,-0.263168854
157.2,0.570923357,-0.26279324
157.8,0.567911803,-0.253990005
158.4,0.564900894,-0.23686619
159,0.561890422,-0.211670126
159.6,0.558879981,-0.178850068
160.2,0.555869048,-0.138968614
160.8,0.552857066,-0.092626092
161.4,0.549843424,-0.040474133
162,0.546827291,0.016615401
162.6,0.543807963,0.077895192
163.2,0.540784581,0.142465968
163.8,0.537756254,0.209393259
164.4,0.534721943,0.277597589
165,0.531680673,0.34606055
165.6,0.528631551,0.413847731
166.2,0.525573752,0.480090414
166.8,0.522506411,0.543883146
167.4,0.519428294,0.603947735
168,0.516338482,0.659322477
168.6,0.513236147,0.709137306
169.2,0.510121014,0.753075247
169.8,0.506992298,0.790307281
170.4,0.503849504,0.820295505
171,0.500692215,0.842580312
171.6,0.49752009,0.856777351
172.2,0.494333026,0.862740994
172.8,0.491130892,0.86029638
173.4,0.487913707,0.849420797
174,0.484681622,0.830219935
174.6,0.48143486,0.802875125
175.2,0.478173889,0.767809381
175.8,0.474899265,0.725537237
176.4,0.471611621,0.676646603
177,0.468311513,0.62165036
177.6,0.464999791,0.561356313
178.2,0.461677362,0.496624815
178.8,0.458345243,0.428431706
179.4,0.45500454,0.357837871
180,0.451656094,0.285640916
180.6,0.448300948,0.21284083
181.2,0.444940264,0.140553313
181.8,0.441575207,0.069900257
182.4,0.438206841,0.00190204
183,0.434836026,-0.062625569
183.6,0.431463487,-0.123003483
184.2,0.428090298,-0.178200162
184.8,0.424717107,-0.227614392
185.4,0.421344789,-0.270414489
186,0.417974095,-0.305894303
186.6,0.414605078,-0.334046056
187.2,0.411238611,-0.354040735
187.8,0.407874988,-0.365631236
188.4,0.404514407,-0.368663045
189,0.401157304,-0.362746222
189.6,0.397802938,-0.348668048
190.2,0.394451703,-0.326078142
190.8,0.391102977,-0.295645172
191.4,0.387756465,-0.257710619
192,0.384411609,-0.212878023
192.6,0.381067683,-0.161918994
193.2,0.377724072,-0.105493967
193.8,0.374379804,-0.044623028
194.4,0.371034206,0.019976517
195,0.367686348,0.08732646
195.6,0.364335426,0.156579121
196.2,0.360980346,0.226591449
196.8,0.357620251,0.296460502
197.4,0.354254093,0.365092898
198,0.350880883,0.431451046
198.6,0.347499683,0.494552219
199.2,0.344109511,0.553367598
199.8,0.340709544,0.607025375
200.4,0.337298998,0.654696126
201,0.333877177,0.695635701
201.6,0.330443538,0.729256438
202.2,0.326997585,0.755012707
202.8,0.323539002,0.772543132
203.4,0.320067535,0.781545975
204,0.316583096,0.781887381
204.6,0.313085687,0.773520517
205.2,0.309575454,0.756546038
205.8,0.306052662,0.731180032
206.4,0.302517688,0.697753371
207,0.298971042,0.656729521
207.6,0.295413311,0.608646643
208.2,0.291845191,0.554155095
208.8,0.288267478,0.494003235
209.4,0.284681055,0.429025626
210,0.281086878,0.360133399
210.6,0.277485983,0.288312217
211.2,0.273879477,0.214623822
211.8,0.270268531,0.140191248
212.4,0.266654036,0.065857234
213,0.263037147,-0.007268849
213.6,0.259418976,-0.078124898
214.2,0.255800577,-0.145702809
214.8,0.25218294,-0.209060811
215.4,0.248567026,-0.267285617
216,0.244953715,-0.319545461
216.6,0.241343756,-0.365138913
217.2,0.237737823,-0.403439113
217.8,0.234136468,-0.433943721
218.4,0.230540165,-0.456226098
219,0.226949278,-0.469970154
219.6,0.223363959,-0.475072165
220.2,0.219784272,-0.471516516
220.8,0.216210313,-0.459255984
221.4,0.212641837,-0.438583706
222,0.20907852,-0.409872198
222.6,0.205520041,-0.373492071
223.2,0.201965829,-0.330061726
223.8,0.198415201,-0.280313947
224.4,0.194867493,-0.224960619
225,0.191321977,-0.164779664
225.6,0.187777705,-0.100766841
226.2,0.184233755,-0.033893696
226.8,0.180689337,0.034999908
227.4,0.177143418,0.104833384
228,0.173595025,0.17458272
228.6,0.170043144,0.243186501
229.2,0.166486794,0.30961462
229.8,0.162925003,0.372844133
230.4,0.159356914,0.431969819
231,0.155781735,0.486151176
231.6,0.152198685,0.534557379
232.2,0.148607087,0.576461197
232.8,0.145006311,0.611184944
233.4,0.141395899,0.638219959
234,0.137775492,0.657158894
234.6,0.134144789,0.667651529
235.2,0.130503694,0.66955237
235.8,0.126852237,0.662842665
236.4,0.123190494,0.647548765
237,0.119518693,0.623848916
237.6,0.115837272,0.592133001
238.2,0.112146722,0.552842213
238.8,0.108447504,0.506388556
239.4,0.104740403,0.453507249
240,0.101026247,0.394979011
240.6,0.097305811,0.331527331
241.2,0.093580116,0.264125511
241.8,0.08985022,0.193783033
242.4,0.086117074,0.121399935
243,0.082381699,0.047949414
243.6,0.078645222,-0.025491609
244.2,0.07490873,-0.097884194
244.8,0.071173305,-0.168196737
245.4,0.067440013,-0.235412417
246,0.063709881,-0.298551655
246.6,0.059983714,-0.356860903
247.2,0.056262401,-0.409499324
247.8,0.05254668,-0.455779044
248.4,0.048837311,-0.494988712
249,0.045134908,-0.526563812
249.6,0.041439927,-0.550097436
250.2,0.037752721,-0.565287201
250.8,0.034073493,-0.571979764
251.4,0.030402311,-0.570154739
252,0.026739101,-0.559938013
252.6,0.023083956,-0.541284705
253.2,0.019436521,-0.514599758
253.8,0.015796413,-0.480317061
254.4,0.012163172,-0.438945393
255,0.008536188,-0.3911438
255.6,0.004914715,-0.337710455
256.2,0.001298014,-0.279431776
256.8,-0.002314594,-0.217037826
257.4,-0.005924082,-0.151551397
258,-0.009531393,-0.083965664
258.6,-0.013137453,-0.015256062
259.2,-0.016743285,0.053504945
259.8,-0.020349911,0.121243709
260.4,-0.023958205,0.187038518
261,-0.027569093,0.249911505
261.6,-0.03118348,0.308908909
262.2,-0.034802203,0.363144335
262.8,-0.038426038,0.411790424
263.4,-0.042055662,0.454122279
264,-0.045691662,0.489501495
264.6,-0.049334539,0.51737746
265.2,-0.052984653,0.537341358
265.8,-0.056642236,0.549110516
266.4,-0.060307501,0.552423327
267,-0.063980448,0.547229852
267.6,-0.067660928,0.533629574
268.2,-0.071348748,0.511766681
268.8,-0.075043635,0.481862601
269.4,-0.078745065,0.444393936
270,-0.082452447,0.399902661
270.6,-0.086165204,0.348914855
271.2,-0.089882492,0.292225453
271.8,-0.093603404,0.230693182
272.4,-0.097327178,0.165030641
273,-0.101052809,0.096194145
273.6,-0.104779245,0.025185724
274.2,-0.108505443,-0.04700145
274.8,-0.112230347,-0.119358813
275.4,-0.115952838,-0.190816689
276,-0.11967184,-0.260348549
276.6,-0.123386454,-0.327105435
277.2,-0.127095654,-0.390107911
277.8,-0.13079853,-0.448496961
278.4,-0.134494156,-0.50139479
279,-0.138181754,-0.54807225
279.6,-0.141860622,-0.587876875
280.2,-0.145530182,-0.620279655
280.8,-0.149189984,-0.644878441
281.4,-0.152839688,-0.661383399
282,-0.15647906,-0.669609755
282.6,-0.160107814,-0.669319757
283.2,-0.163726015,-0.660628014
283.8,-0.167333793,-0.643712555
284.4,-0.170931335,-0.618810823
285,-0.174519038,-0.586368059
285.6,-0.178097425,-0.546955541
286.2,-0.181666974,-0.501101458
286.8,-0.185228258,-0.449427959
287.4,-0.188782082,-0.392788725
288,-0.192329259,-0.332044599
288.6,-0.195870602,-0.268059867
289.2,-0.199407085,-0.201855032
289.8,-0.202939707,-0.134479591
290.4,-0.206469263,-0.066777416
291,-0.209996784,1.72E-04
291.6,-0.213523228,0.065362015
292.2,-0.217049511,0.127827238
292.8,-0.220576517,0.186635454
293.4,-0.224105092,0.240892458
294,-0.227636002,0.289782645
294.6,-0.231169911,0.332594161
295.2,-0.234707416,0.368681262
295.8,-0.238248994,0.397517458
296.4,-0.241795103,0.418598358
297,-0.245345982,0.431635857
297.6,-0.248901765,0.436447488
298.2,-0.252462549,0.432888288
298.8,-0.256028275,0.420969391
299.4,-0.259598695,0.400889997
300,-0.263173493,0.372919379
300.6,-0.26675231,0.337369147
301.2,-0.270334528,0.294807688
301.8,-0.273919453,0.24588323
302.4,-0.277506533,0.19109862
303,-0.281094863,0.131312226
303.6,-0.284683529,0.067391611
304.2,-0.288271622,1.96E-04
304.8,-0.291858143,-0.069320813
305.4,-0.295442006,-0.140120589
306,-0.299022173,-0.21121258
306.6,-0.302597702,-0.281703081
307.2,-0.306167503,-0.350547251
307.8,-0.309730561,-0.416777804
308.4,-0.313285883,-0.479448716
309,-0.316832533,-0.537671863
309.6,-0.320369632,-0.590613267
310.2,-0.323896435,-0.637576165
310.8,-0.327412268,-0.677932854
311.4,-0.330916554,-0.711153499
312,-0.334408785,-0.73677561
312.6,-0.337888491,-0.754378003
313.2,-0.341355452,-0.763786386
313.8,-0.34480953,-0.764908366
314.4,-0.348250662,-0.757728923
315,-0.35167899,-0.742436787
315.6,-0.355094787,-0.719350623
316.2,-0.358498244,-0.688708199
316.8,-0.361889795,-0.650990426
317.4,-0.365270024,-0.606827076
318,-0.368639546,-0.556880046
318.6,-0.371999031,-0.50186683
319.2,-0.375349332,-0.442684471
319.8,-0.378691329,-0.380261321
320.4,-0.382025751,-0.31537121
321,-0.385353603,-0.249065953
321.6,-0.388675847,-0.18235408
322.2,-0.391993393,-0.11619046
322.8,-0.395307194,-0.051575808
323.4,-0.398618197,0.010498953
324,-0.401927269,0.069119223
324.6,-0.405235205,0.123445954
325.2,-0.408542787,0.172650373
325.8,-0.411850702,0.215999678
326.4,-0.415159578,0.25282162
327,-0.418469906,0.282578978
327.6,-0.421782074,0.304838942
328.2,-0.425096437,0.319200984
328.8,-0.428413161,0.325454703
329.4,-0.431732281,0.323520023
330,-0.435053766,0.313381757
330.6,-0.438377482,0.295131115
331.2,-0.441703076,0.269075379
331.8,-0.445030125,0.235594449
332.4,-0.448358258,0.195012628
333,-0.451686784,0.147978398
333.6,-0.455014963,0.095188401
334.2,-0.458342095,0.037296348
334.8,-0.461667273,-0.024832824
335.4,-0.46498952,-0.09026758
336,-0.468307919,-0.15813293
336.6,-0.471621535,-0.22753838
337.2,-0.474929289,-0.297449189
337.8,-0.478230145,-0.366871161
338.4,-0.481523103,-0.434848917
339,-0.484807127,-0.50038934
339.6,-0.48808122,-0.562538641
340.2,-0.491344551,-0.620508841
340.8,-0.494596249,-0.673471416
341.4,-0.497835549,-0.720705845
342,-0.501061725,-0.761528579
342.6,-0.504274144,-0.795348288
343.2,-0.507472323,-0.821725737
343.8,-0.510655869,-0.840311385
344.4,-0.513824494,-0.850858517
345,-0.516978073,-0.853284897
345.6,-0.520116617,-0.847645389
346.2,-0.523240028,-0.83388279
346.8,-0.526348571,-0.812305822
347.4,-0.529442573,-0.783284146
348,-0.53252241,-0.747233689
348.6,-0.53558858,-0.704697169
349.2,-0.538641754,-0.656387019
349.8,-0.541682627,-0.603040346
350.4,-0.544711827,-0.54532652
351,-0.547730259,-0.484192887
351.6,-0.550738824,-0.420583012
352.2,-0.553738343,-0.35535886
352.8,-0.556729801,-0.289547542
353.4,-0.559714169,-0.224160183
354,-0.562692331,-0.160123901
354.6,-0.565665177,-0.098370024
355.2,-0.568633611,-0.039843405
355.8,-0.571598464,0.014584542
356.4,-0.574560494,0.064113631
357,-0.577520403,0.10800206
357.6,-0.580478799,0.145599553
358.2,-0.583436236,0.176313294
358.8,-0.586393118,0.199698627
359.4,-0.58934974,0.215418508
360,-0.592306347,0.223189101
360.6,-0.595263029,0.222880113
361.2,-0.598219713,0.21452434
361.8,-0.601176264,0.198216986
362.4,-0.604132513,0.174088041
363,-0.60708802,0.142537441
363.6,-0.610042274,0.104036897
364.2,-0.612994803,0.059018919
364.8,-0.615944858,0.008193262
365.4,-0.618891632,-0.047670519
366,-0.621834395,-0.107882307
366.6,-0.624772264,-0.171598591
367.2,-0.627704251,-0.237868705
367.8,-0.630629382,-0.305757931
368.4,-0.633546695,-0.374342053
369,-0.636455129,-0.442597852
369.6,-0.639353649,-0.509530245
370.2,-0.642241382,-0.574301996
370.8,-0.645117332,-0.635955149
371.4,-0.647980598,-0.693628078
372,-0.650830314,-0.746491601
372.6,-0.653665696,-0.793800173
373.2,-0.656486048,-0.834893402
373.8,-0.659290765,-0.869203819
374.4,-0.66207935,-0.89627363
375,-0.664851427,-0.91576261
375.6,-0.667606731,-0.927443306
376.2,-0.670344964,-0.931055101
376.8,-0.67306613,-0.926637147
377.4,-0.675770307,-0.914307135
378,-0.678457609,-0.894212901
378.6,-0.681128343,-0.866699348
379.2,-0.683782954,-0.832249113
379.8,-0.686421901,-0.791356292
380.4,-0.689045681,-0.74455464
381,-0.691655037,-0.692623325
381.6,-0.694250732,-0.636360909
382.2,-0.696833478,-0.576517044
382.8,-0.699404199,-0.514050359
383.4,-0.701963831,-0.449933292
384,-0.704513192,-0.385018582
384.6,-0.707053233,-0.320294617
385.2,-0.709584906,-0.256747438
385.8,-0.712109106,-0.19530727
386.4,-0.714626686,-0.136862669
387,-0.717138497,-0.082300523
387.6,-0.719645319,-0.032434043
388.2,-0.722147844,0.012008858
388.8,-0.7246467,0.050365743
389.4,-0.727142412,0.082077299
390,-0.729635456,0.106633441
390.6,-0.732126149,0.123683851
391.2,-0.734614688,0.132995854
391.8,-0.737101221,0.134388369
392.4,-0.739585786,0.127789227
393,-0.74206822,0.113330248
393.6,-0.744548279,0.091219637
394.2,-0.747025707,0.061680798
394.8,-0.749499987,0.025198694
395.4,-0.751970516,-0.017656901
396,-0.754436808,-0.06643254
396.6,-0.756898075,-0.120372858
397.2,-0.759353484,-0.178677427
397.8,-0.761802207,-0.240549988
398.4,-0.764243356,-0.305133586
399,-0.766675919,-0.371450651
399.6,-0.769098913,-0.438547189
400.2,-0.771511457,-0.505575075
400.8,-0.773912512,-0.571526598
401.4,-0.776301102,-0.63545648
402,-0.778676308,-0.696477575
402.6,-0.781037217,-0.75370806
403.2,-0.783382978,-0.806326592
403.8,-0.785712833,-0.853607654
404.4,-0.788026108,-0.894906615
405,-0.790322207,-0.929658143
405.6,-0.792600621,-0.957383435
406.2,-0.794860875,-0.977639288
406.8,-0.797102712,-0.990196393
407.4,-0.799325962,-0.994917598
408,-0.801530488,-0.99169337
408.6,-0.80371638,-0.980645272
409.2,-0.805883839,-0.962002571
409.8,-0.808033055,-0.935986873
410.4,-0.810164374,-0.902971057
411,-0.812278325,-0.863516168
411.6,-0.814375475,-0.818216578
412.2,-0.816456398,-0.767676597
412.8,-0.81852189,-0.712720427
413.4,-0.820572785,-0.65421088
414,-0.822609779,-0.592873253
414.6,-0.824633827,-0.529690711
415.2,-0.82664586,-0.465622446
415.8,-0.828646753,-0.401572903
416.4,-0.830637418,-0.338480968
417,-0.832618789,-0.277308801
417.6,-0.834591738,-0.218957612
418.2,-0.836557064,-0.16425289
418.8,-0.838515566,-0.114021487
419.4,-0.840467958,-0.069004116
420,-0.842414882,-0.029870094
420.6,-0.844356879,0.002811472
421.2,-0.84629439,0.028573767
421.8,-0.848227813,0.046992917
422.4,-0.850157396,0.057792056
423,-0.85208325,0.060836295
423.6,-0.85400541,0.056063679
424.2,-0.855923838,0.043485676
424.8,-0.857838278,0.023334059
425.4,-0.859748385,-0.004072789
426,-0.861653886,-0.0384867
426.6,-0.863554188,-0.079340581
427.2,-0.86544865,-0.126016946
427.8,-0.867336652,-0.177922057
428.4,-0.869217414,-0.234298953
429,-0.871090048,-0.29428623
429.6,-0.872953695,-0.357046605
430.2,-0.874807514,-0.421764856
430.8,-0.876650496,-0.48745578
431.4,-0.878481664,-0.55316599
432,-0.88030011,-0.618009643
432.6,-0.882104844,-0.681021924
433.2,-0.883894921,-0.741281347
433.8,-0.885669511,-0.797979645
434.4,-0.887427786,-0.850311358
435,-0.889168981,-0.897536377
435.6,-0.890892398,-0.938978264
436.2,-0.89259741,-0.974032126
436.8,-0.894283521,-1.002225709
437.4,-0.895950327,-1.02317528
438,-0.897597487,-1.036564494
438.6,-0.899224843,-1.042255078
439.2,-0.90083235,-1.04022558
439.8,-0.902419933,-1.030421551
440.4,-0.90398776,-1.013033448
441,-0.905536121,-0.988372284
441.6,-0.907065345,-0.95678805
442.2,-0.908575844,-0.918714882
442.8,-0.910068232,-0.874787682
443.4,-0.911543165,-0.825683481
444,-0.913001225,-0.772003508
444.6,-0.914443261,-0.714619966
445.2,-0.915870137,-0.654415448
445.8,-0.91728263,-0.592187457
446.4,-0.918681672,-0.528888352
447,-0.920068205,-0.465481135
447.6,-0.921443118,-0.402873027
448.2,-0.922807276,-0.341950086
448.8,-0.924161586,-0.283638545
449.4,-0.925506889,-0.228797817
450,-0.926843943,-0.178205809
450.6,-0.928173481,-0.132614186
451.2,-0.929496145,-0.092684476
451.8,-0.930812528,-0.05902696
452.4,-0.932123092,-0.032122382
453,-0.933428197,-0.012349786
453.6,-0.93472814,-2.27E-05
454.2,-0.936023099,0.004661462
454.8,-0.937313087,0.001672917
455.4,-0.93859804,-0.008941334
456,-0.939877886,-0.027127175
456.6,-0.941152283,-0.052559503
457.2,-0.942420811,-0.084833965
457.8,-0.943683104,-0.123601913
458.4,-0.944938519,-0.168237724
459,-0.946186356,-0.218055509
459.6,-0.947425941,-0.272399791
460.2,-0.948656517,-0.330526946
460.8,-0.949877175,-0.391543996
461.4,-0.951087016,-0.454568766
462,-0.952285182,-0.518758
462.6,-0.953470683,-0.583135251
463.2,-0.954642545,-0.646742877
463.8,-0.955799939,-0.70876653
464.4,-0.956941918,-0.768274252
465,-0.958067616,-0.824412539
465.6,-0.959176214,-0.876378041
466.2,-0.960266955,-0.923427327
466.8,-0.961339153,-0.964888835
467.4,-0.962392206,-1.000173284
468,-0.9634256,-1.028780912
468.6,-0.964438939,-1.050330122
469.2,-0.965431941,-1.064550811
469.8,-0.966404303,-1.071153364
470.4,-0.967355982,-1.070108799
471,-0.968287022,-1.061472864
471.6,-0.969197499,-1.0453344
472.2,-0.970087645,-1.021938577
472.8,-0.970957854,-0.991691769
473.4,-0.971808558,-0.955038311
474,-0.972640197,-0.91242888
474.6,-0.97345346,-0.864566491
475.2,-0.974249074,-0.812189508
475.8,-0.975027684,-0.755953669
476.4,-0.975790172,-0.696752952
477,-0.976537429,-0.635490015
477.6,-0.977270276,-0.572996464
478.2,-0.977989612,-0.510183118
478.8,-0.978696381,-0.448003951
479.4,-0.979391475,-0.387361172
480,-0.980075727,-0.329100398
480.6,-0.980750004,-0.274097372
481.2,-0.981415103,-0.223158376
481.8,-0.98207174,-0.177011392
482.4,-0.982720583,-0.136331703
483,-0.983362204,-0.101702442
483.6,-0.983997116,-0.073646198
484.2,-0.984625711,-0.052562235
484.8,-0.985248257,-0.038729884
485.4,-0.985864962,-0.032363274
486,-0.986475957,-0.033603139
486.6,-0.987081166,-0.042381573
487.2,-0.98768043,-0.058547851
487.8,-0.988273599,-0.081959438
488.4,-0.988860259,-0.11220942
489,-0.989439916,-0.14881202
489.6,-0.990012137,-0.191341337
490.2,-0.990576278,-0.239160257
490.8,-0.991131593,-0.29152944
491.4,-0.991677336,-0.347709493
492,-0.992212737,-0.40693595
492.6,-0.99273687,-0.468291274
493.2,-0.993248821,-0.530865427
493.8,-0.993747784,-0.593858939
494.4,-0.994232788,-0.656305832
495,-0.994702911,-0.717289966
495.6,-0.995157298,-0.775962641
496.2,-0.995595087,-0.831466205
496.8,-0.996015462,-0.882988164
497.4,-0.996417681,-0.929793205
498,-0.996801083,-0.971225016
498.6,-0.997165075,-1.006693459
499.2,-0.997509152,-1.035699221
499.8,-0.997832847,-1.057778587
500.4,-0.998135877,-1.072652504
501,-0.998418053,-1.08013642
501.6,-0.998679208,-1.0800671
502.2,-0.99891938,-1.07248564
502.8,-0.999138723,-1.057549749
503.4,-0.99933742,-1.035445302
504,-0.999515749,-1.006453067
504.6,-0.999674195,-0.971062214
505.2,-0.99981329,-0.929806336
505.8,-0.999933538,-0.883192725
506.4,-1.00003569,-0.831973545
507,-1.000120534,-0.776941004
507.6,-1.000188752,-0.718777766
508.2,-1.000241242,-0.658384051
508.8,-1.000278911,-0.596669202
509.4,-1.000302624,-0.534498931
510,-1.000313253,-0.472747842
510.6,-1.00031173,-0.412348592
511.2,-1.000298935,-0.35418178
511.8,-1.00027567,-0.299049838
512.4,-1.000242753,-0.247773019
513,-1.000200928,-0.201094763
513.6,-1.000150863,-0.159683555
514.2,-1.00009315,-0.12413188
514.8,-1.000028287,-0.09493621
515.4,-0.999956715,-0.072538364
516,-0.999878765,-0.057269267
516.6,-0.999794624,-0.04931362
517.2,-0.999704399,-0.048777725
517.8,-0.99960815,-0.055721034
518.4,-0.999505716,-0.069981582
519,-0.999396843,-0.09130243
519.6,-0.999281352,-0.119502661
520.2,-0.999158755,-0.154094339
520.8,-0.999028516,-0.194536378
521.4,-0.998890096,-0.240289391
522,-0.998742844,-0.290698947
522.6,-0.998585969,-0.344971182
523.2,-0.998418683,-0.402314686
523.8,-0.998240245,-0.4619857
524.4,-0.998049727,-0.52305277
525,-0.99784622,-0.584603429
525.6,-0.997628906,-0.645815056
526.2,-0.997396855,-0.705754932
526.8,-0.997149184,-0.763533546
527.4,-0.996885086,-0.818342467
528,-0.996603783,-0.869397126
528.6,-0.996304531,-0.915949341
529.2,-0.995986659,-0.957322538
529.8,-0.995649558,-0.992904923
530.4,-0.995292734,-1.022194636
531,-0.994915778,-1.044779796
531.6,-0.99451833,-1.060293003
532.2,-0.994100206,-1.068544992
532.8,-0.993661325,-1.069450013
533.4,-0.99320162,-1.062933993
534,-0.992721193,-1.049093369
534.6,-0.992220298,-1.028176161
535.2,-0.991699236,-1.000476585
535.8,-0.991158352,-0.966332699
536.4,-0.990598214,-0.92630569
537,-0.990019442,-0.88101008
537.6,-0.989422575,-0.830976423
538.2,-0.988808418,-0.777003401
538.8,-0.988177794,-0.719906894
539.4,-0.987531466,-0.660440977
540,-0.986870308,-0.59947274
540.6,-0.986195246,-0.537921263
541.2,-0.985507167,-0.476664174
541.8,-0.984806917,-0.416539802
542.4,-0.984095407,-0.358450468
543,-0.98337349,-0.303241086
543.6,-0.982641932,-0.25166847
544.2,-0.981901496,-0.204487403
544.8,-0.981152863,-0.162368659
545.4,-0.980396657,-0.125927245
546,-0.979633401,-0.095676305
546.6,-0.978863517,-0.072028858
547.2,-0.978087358,-0.055327404
547.8,-0.977305189,-0.045825892
548.4,-0.976517106,-0.043611457
549,-0.97572312,-0.048684802
549.6,-0.974923255,-0.061056527
550.2,-0.974117266,-0.080473286
550.8,-0.973304835,-0.106604744
551.4,-0.972485671,-0.139148489
552,-0.97165927,-0.177588161
552.6,-0.970825025,-0.221307155
553.2,-0.969982338,-0.269692958
553.8,-0.969130567,-0.322092271
554.4,-0.968268892,-0.377673321
555,-0.967396495,-0.435604515
555.6,-0.966512621,-0.495118113
556.2,-0.965616354,-0.555286053
556.8,-0.964706797,-0.615197355
557.4,-0.963783161,-0.674050091
558,-0.962844576,-0.730960435
558.6,-0.961890212,-0.785084389
559.2,-0.960919295,-0.835635266
559.8,-0.959931108,-0.881881147
560.4,-0.958924985,-0.923141067
561,-0.957900335,-0.958812221
561.6,-0.956856646,-0.988365853
562.2,-0.955793515,-1.011385419
562.8,-0.954710645,-1.027558631
563.4,-0.95360774,-1.036575218
564,-0.952484716,-1.038335699
564.6,-0.951341588,-1.032839449
565.2,-0.950178413,-1.020128785
565.8,-0.948995362,-1.000358632
566.4,-0.947792786,-0.973865321
567,-0.946571091,-0.941038542
567.6,-0.945330666,-0.902250409
